gene	chr	pos	basemean	log2fc	pvalue	padj
Gene_2285	chr11	101538772	37.2	0.0739	7.977930e-02	8.056718e-01
Gene_4465	chr5	64143183	737.7	-0.0401	7.396547e-04	1.674890e-02
Gene_2624	chr1	171502439	22.3	-0.429	1.388383e-01	6.442333e-02
Gene_0168	chrX	60112121	839.8	-0.1047	9.749081e-03	5.061116e-02
Gene_5473	chr4	76701361	25.1	-0.0188	8.160180e-02	1.471520e-01
Gene_3976	chr3	105338913	821.6	-0.0534	1.982720e-01	3.692567e-01
Gene_7792	chr3	134309539	411.2	-3.1995	9.075591e-04	7.466571e-02
Gene_0617	chr13	21518459	13.8	-0.4311	5.697703e-03	5.732302e-02
Gene_2198	chr22	18355230	119.6	-0.531	1.000790e-02	6.512058e-04
Gene_0862	chr8	44225410	240.9	0.3241	1.295020e-01	1.893338e-01
Gene_6693	chr1	167188410	5.1	-0.2085	1.436282e-01	5.866114e-02
Gene_7341	chr13	44994286	578.2	-0.0383	1.852043e-01	5.526696e-04
Gene_3805	chr1	105919326	684.9	-0.3045	6.036351e-02	1.579797e-01
Gene_0863	chr3	33469980	74.8	-0.2158	1.906804e-01	1.304470e-01
Gene_0953	chr6	6498451	7705.2	0.4073	2.279226e-01	2.609147e-02
Gene_0920	chr4	170671690	12.1	-0.0125	6.889472e-02	2.394376e-02
Gene_6499	chr7	83232829	1.0	0.1987	4.665596e-01	1.834964e-01
Gene_7119	chr12	58658748	51.5	-0.4588	5.177094e-02	1.000000e+00
Gene_3304	chr1	167262196	9.5	0.1769	6.901690e-02	1.742824e-01
Gene_5068	chr5	28201058	529.6	0.1543	7.120580e-02	7.234383e-01
Gene_2872	chr14	34178992	2864.4	0.229	3.340780e-02	3.902896e-02
Gene_3875	chr17	81854135	365.1	-0.1603	8.564892e-06	1.212350e-03
Gene_7544	chr15	69148877	153.2	0.0881	1.316240e-01	3.131933e-02
Gene_5856	chr4	159714006	920.2	-0.1263	5.791078e-02	8.941272e-02
Gene_2765	chr2	79779772	41.0	0.2733	2.998573e-03	1.746066e-03
Gene_3073	chr11	130189659	7626.4	0.1415	7.806863e-02	3.055411e-02
Gene_6094	chr8	22875364	201.1	0.1627	4.733953e-02	2.045603e-01
Gene_6051	chr6	134487882	18.3	-0.1067	2.761581e-01	5.273707e-02
Gene_2600	chr1	64835024	1315.5	-0.1362	4.690100e-02	4.532325e-03
Gene_0001	chr1	9155360	97.2	0.5688	1.664096e-01	5.651719e-01
Gene_0833	chr16	73343976	18.8	0.1841	2.444894e-01	7.177137e-02
Gene_1358	chr6	46425926	125.7	0.2811	2.117763e-01	5.777182e-02
Gene_4953	chr3	68630741	33.1	0.5889	1.543029e-02	4.979916e-01
Gene_4153	chr7	68885170	29.6	-0.1038	1.944687e-01	2.517322e-01
Gene_3646	chr1	34818556	223.7	-0.0306	4.130224e-02	3.860529e-02
Gene_4347	chr1	216920475	295.7	-0.3156	7.471054e-02	3.379049e-01
Gene_7643	chr17	4976495	81.8	3.394	3.943000e-04	2.225920e-03
Gene_5695	chr7	155886839	16.3	-0.0763	3.430470e-08	4.814827e-02
Gene_7937	chr2	213911860	675.9	4.205	5.883431e-04	1.970154e-01
Gene_4586	chr21	8139116	37.0	0.4988	3.633022e-06	1.989092e-05
Gene_1632	chr1	161722053	58.8	-0.142	2.249275e-01	5.186006e-01
Gene_0753	chr12	23891287	84.3	0.4912	1.186117e-02	1.357563e-01
Gene_3382	chr15	45507651	104.9	0.0392	2.266888e-01	1.385083e-01
Gene_3924	chrX	101002078	28.0	0.4722	1.174780e-02	2.398497e-02
Gene_0672	chr7	75947754	444.6	-0.2704	1.143978e-01	5.854687e-01
Gene_2990	chr5	160513802	565.1	-0.3346	4.792315e-01	6.189021e-02
Gene_6997	chr10	19598945	481.2	0.353	5.128098e-02	4.344936e-02
Gene_7967	chr3	79870888	181.5	-3.1523	9.570469e-04	4.970744e-01
Gene_3005	chr1	67233148	101.3	0.0681	4.766601e-02	2.203738e-02
Gene_1884	chr1	71284981	108.4	-0.011	2.648756e-01	1.225650e-02
Gene_2429	chr1	94196637	98.2	-0.0573	4.171654e-02	1.751897e-01
Gene_1530	chr1	239833059	64.4	-0.0706	1.143445e-01	1.453517e-01
Gene_2501	chr6	95101791	101.3	-0.0706	4.823572e-02	1.699974e-03
Gene_3718	chr3	144192619	500.2	0.2103	3.944876e-01	3.032529e-01
Gene_5583	chr13	12170988	813.5	0.058	3.687631e-02	2.636390e-01
Gene_1458	chr3	23314293	802.8	-0.2459	7.560407e-04	1.216090e-02
Gene_4217	chr2	80912375	2.1	-0.276	4.939369e-02	1.165663e-01
Gene_5024	chr1	111609719	1311.5	0.4053	6.483342e-02	4.152363e-04
Gene_1077	chr7	75647881	553.5	-0.0421	4.325245e-02	4.717063e-01
Gene_6792	chr1	28002957	1091.3	-0.0422	2.292214e-01	3.982660e-04
Gene_0622	chr8	99171411	1130.2	-0.0771	1.129659e-02	6.077381e-02
Gene_6175	chr2	89725566	237.5	0.0236	3.795810e-02	3.120762e-01
Gene_2016	chrY	22688957	1814.8	-0.1336	9.392761e-02	1.133690e-01
Gene_3758	chr1	238462895	77.8	-0.4652	2.375574e-01	2.677277e-03
Gene_7924	chr18	44505155	178.8	2.6894	4.559889e-04	7.752999e-02
Gene_1499	chr6	155714838	113.2	0.0532	2.893479e-02	1.501269e-03
Gene_1124	chr1	5598024	241.0	-0.056	2.209425e-01	3.630883e-01
Gene_2986	chr17	23092487	320.0	-0.2499	6.034332e-02	1.635876e-01
Gene_0039	chr1	117261851	8.6	-0.1565	8.798666e-03	3.586513e-02
Gene_3532	chr10	20098670	97.7	0.4678	8.588009e-07	7.320078e-03
Gene_3907	chr15	3866492	31.6	0.0778	3.638320e-02	1.062370e-03
Gene_5976	chr14	51915399	98.7	0.4737	7.583901e-02	2.042472e-01
Gene_5616	chr7	143859376	153.3	0.0078	2.133367e-02	1.562827e-01
Gene_5451	chr12	68942466	2385.3	0.9241	5.042291e-02	3.068859e-01
Gene_3377	chr2	146694229	216.6	0.059	4.751876e-02	4.275302e-01
Gene_0945	chr1	113449779	515.9	-0.1167	3.142003e-03	1.000000e+00
Gene_3746	chr16	75636439	120.3	0.0647	1.095340e-02	1.018713e-02
Gene_4135	chr3	158443722	91.7	-0.1439	7.536270e-03	1.164537e-01
Gene_2136	chr4	71976938	43.3	-0.4904	1.382970e-01	5.052651e-01
Gene_7888	chr10	124894391	514.7	4.4102	9.534294e-04	1.791298e-01
Gene_1573	chr16	64919039	2034.3	-0.0892	3.227816e-02	6.987909e-03
Gene_2650	chr16	53021052	410.2	0.1559	1.165112e-01	7.461579e-01
Gene_2067	chr12	89330425	259.8	0.1746	1.434460e-01	1.314950e-02
Gene_7319	chr2	201845664	185.4	-0.4191	1.241814e-03	1.230289e-02
Gene_4675	chrX	128038538	47.2	0.2283	3.491064e-01	6.678609e-03
Gene_1383	chr12	32612858	80.3	0.0519	6.808227e-03	1.603849e-03
Gene_7511	chrX	103134609	336.2	-0.6308	2.759792e-01	4.510301e-02
Gene_2350	chr5	138764204	31.4	0.1586	1.628980e-02	7.159045e-03
Gene_4528	chrX	30140355	576.8	0.0264	1.751898e-01	8.123636e-02
Gene_2715	chr5	25266785	3046.9	-0.1052	4.331454e-03	5.004501e-01
Gene_5885	chr20	11350399	269.5	0.1814	3.449851e-01	8.604973e-03
Gene_1360	chr12	26039938	310.0	0.0737	1.858556e-01	2.159079e-01
Gene_2507	chr6	2778551	59.5	0.1892	1.989923e-01	1.379451e-03
Gene_5828	chr7	92759637	531.6	0.4348	2.601747e-01	2.747384e-01
Gene_3545	chr2	240177011	72.5	0.2227	1.407938e-01	2.206344e-01
Gene_0300	chr12	47562315	1249.3	-0.2304	4.926539e-02	1.165379e-04
Gene_5031	chr18	5049026	102.6	0.4624	1.242722e-01	9.571000e-01
Gene_0160	chr2	67204152	10.7	0.0412	1.476280e-02	3.688258e-03
Gene_0021	chr3	112405705	286.6	0.3648	1.110125e-01	1.316493e-01
Gene_3442	chr11	125072700	42.8	-0.6734	5.249036e-01	2.596844e-03
Gene_0199	chr14	47830487	117.6	-0.485	1.904628e-02	3.864226e-01
Gene_2929	chr11	85705154	70.3	-0.0648	2.226543e-01	2.253988e-01
Gene_2637	chr5	52005469	55.9	-0.2226	8.392745e-03	2.737443e-01
Gene_6183	chrY	47862957	226.4	0.3137	1.747346e-03	5.047573e-03
Gene_5017	chr7	24810052	546.7	0.0444	2.340379e-03	3.793165e-02
Gene_1145	chr1	48514868	359.2	0.0364	2.701047e-02	9.300692e-02
Gene_2171	chr1	25115342	120.6	-0.481	4.599513e-02	1.146939e-01
Gene_7561	chr12	102763608	177.4	0.1681	5.794085e-02	4.310515e-02
Gene_7989	chr9	30098271	6448.6	4.7781	7.856317e-04	3.178254e-03
Gene_5713	chr10	44029549	445.8	-0.1289	2.139652e-03	1.690169e-01
Gene_0102	chrY	25548430	144.1	-0.098	4.473285e-03	1.227076e-01
Gene_1099	chr9	16524716	371.2	-0.3223	6.904705e-04	4.352461e-02
Gene_5039	chr3	143147072	4816.3	0.1753	6.005326e-02	2.283827e-01
Gene_1477	chr16	31484496	560.9	-0.047	3.158022e-04	7.435325e-02
Gene_2296	chr15	70854915	691.4	-0.0623	2.805697e-02	4.067785e-01
Gene_1558	chr14	78730311	335.8	-0.0566	4.046442e-02	4.647625e-03
Gene_6306	chrX	62128681	73.0	0.0248	3.617705e-01	1.408829e-02
Gene_1781	chr15	50865534	178.6	-0.1343	1.223312e-01	2.775452e-02
Gene_3566	chr9	73665914	161.5	-0.5015	2.520997e-01	1.330604e-03
Gene_7299	chr6	58448024	256.4	-0.1427	2.518835e-01	2.680068e-01
Gene_2550	chr21	3439541	282.6	0.2553	1.989278e-01	2.299862e-02
Gene_6531	chr18	52835802	70.7	-0.4527	6.634553e-02	1.880444e-02
Gene_2399	chr2	158728304	433.2	-0.5093	1.300471e-02	1.067774e-01
Gene_5874	chr11	32510344	495.0	-0.065	7.074397e-03	2.385153e-01
Gene_6924	chr5	119616153	50.2	-0.2655	5.311721e-04	9.839838e-02
Gene_4080	chr4	104912638	76.9	0.0221	1.534803e-02	2.187641e-01
Gene_4898	chr1	246126027	1984.9	-0.5412	3.494626e-01	4.434660e-03
Gene_0183	chr1	201026395	352.3	0.0977	2.962114e-03	1.231514e-01
Gene_5652	chr2	18735520	3.4	0.0908	2.238151e-03	1.129527e-01
Gene_3644	chr2	106642025	484.9	-0.0354	1.055787e-01	3.226855e-01
Gene_5022	chr5	13913264	366.1	-0.1472	2.186736e-02	2.798937e-01
Gene_7755	chr6	31377304	38.9	-3.0872	3.464553e-04	2.199205e-01
Gene_1446	chr1	42783312	1874.6	-0.3381	1.830698e-01	6.935136e-04
Gene_3126	chr3	19947880	509.2	-0.3653	2.232242e-01	3.331365e-01
Gene_3488	chr4	143918295	25.9	0.2016	4.055584e-01	3.411977e-01
Gene_1539	chr16	67426017	17.3	0.298	2.633858e-03	5.732970e-02
Gene_4171	chr15	86850566	1495.4	0.1812	3.296594e-02	1.704502e-03
Gene_4646	chr9	103762883	98.2	0.5522	1.077913e-03	1.558482e-03
Gene_4897	chr13	19644183	34.4	-0.0654	1.462626e-01	2.197917e-01
Gene_2386	chr9	61249867	496.4	0.3869	5.104128e-02	1.209030e-04
Gene_6358	chr1	6558036	311.2	0.1329	3.015889e-03	6.201946e-01
Gene_2887	chr7	104395774	457.8	-0.2034	1.143464e-02	3.198051e-01
Gene_1502	chr3	116088337	16.6	0.2639	2.952773e-02	7.714197e-04
Gene_3983	chr12	35113002	56.0	0.0012	1.266697e-01	4.641374e-04
Gene_0027	chr2	237740249	77.4	0.1228	1.555981e-01	1.322287e-03
Gene_6048	chr8	61950210	131.4	0.1886	2.517898e-01	1.000000e+00
Gene_5125	chr3	54037845	930.0	0.5271	1.045553e-01	1.611831e-01
Gene_1002	chrY	27151527	39.0	0.0768	9.356583e-02	2.541812e-01
Gene_4877	chr20	30640435	49.9	-0.0594	2.815490e-02	1.433382e-01
Gene_7726	chr13	11476148	65.7	3.8935	4.961607e-04	4.447638e-02
Gene_0983	chr1	14726966	7.9	-0.5773	3.425374e-02	4.167705e-01
Gene_5419	chr4	11762330	3966.5	-0.1182	5.414143e-02	1.352432e-01
Gene_4651	chr2	50263636	19.3	-0.0153	1.495325e-02	2.362964e-01
Gene_1725	chrX	136892788	68.9	-0.0315	3.248100e-01	2.276373e-01
Gene_6698	chr15	17244370	266.9	0.2227	3.457672e-02	3.009260e-01
Gene_7844	chr13	20632291	53.9	3.7115	8.321114e-04	6.207767e-04
Gene_0852	chr13	91242153	6.5	0.1663	1.762405e-02	3.858983e-04
Gene_0075	chr3	171690300	5.2	0.2091	6.417453e-02	1.134939e-01
Gene_6426	chr10	108794361	111.9	-0.0623	4.387051e-02	3.847145e-01
Gene_7116	chr15	36369418	16.4	-0.1671	2.653908e-02	1.143013e-01
Gene_0538	chrX	55398764	2868.4	-0.192	4.302340e-01	6.438414e-01
Gene_3789	chr12	117631214	23.0	0.3587	5.633581e-02	5.806484e-02
Gene_5942	chr9	56598698	47.2	0.0774	8.848889e-02	2.432833e-02
Gene_2480	chr1	32429395	87.4	-0.2934	6.381754e-01	4.913725e-04
Gene_6726	chr13	17981924	136.3	0.1014	1.105160e-02	4.851719e-03
Gene_7810	chr5	82486925	470.3	-3.9047	8.829238e-04	2.491558e-01
Gene_7076	chr11	43832826	66.1	0.1795	2.394116e-01	1.420040e-03
Gene_2796	chr15	77525750	1424.7	0.0541	6.673365e-02	5.006781e-02
Gene_0737	chr16	22023612	9.8	-0.1216	3.011542e-01	4.968204e-01
Gene_7010	chr9	77749819	7.5	0.0014	2.757846e-01	1.081167e-01
Gene_0337	chrY	12986475	55.9	-0.2124	5.722696e-02	1.123950e-03
Gene_7187	chr7	57275287	6.7	-0.1101	1.576796e-02	3.643670e-02
Gene_5037	chr3	91519040	6.4	0.4439	6.337246e-01	2.924443e-01
Gene_7830	chrX	85488894	740.1	4.6638	8.574510e-04	7.517538e-03
Gene_5953	chr11	64802594	262.0	-0.4366	4.905883e-02	2.581421e-01
Gene_4909	chr12	9300941	82.1	-0.0058	8.612277e-05	1.226166e-03
Gene_5338	chr8	58284859	7.1	0.0118	1.250274e-02	5.607661e-01
Gene_7293	chr5	46392801	42.5	-0.1309	1.146424e-02	7.213471e-02
Gene_6904	chr12	111856605	162.6	0.0383	5.651899e-05	1.173127e-01
Gene_0806	chr9	6514330	193.1	0.1347	2.052868e-02	2.629477e-03
Gene_4876	chr15	55701395	15.1	-0.0582	2.167855e-01	2.508863e-01
Gene_6432	chr14	57889440	2.7	0.0134	7.351814e-02	6.791182e-02
Gene_7635	chr10	75832787	136.6	3.5959	5.338713e-04	8.862350e-04
Gene_0846	chr3	120746335	338.8	0.4519	8.532478e-03	4.512153e-03
Gene_6853	chr17	62296554	1000.2	-0.2441	1.191547e-01	2.544835e-02
Gene_6485	chr1	204260905	28.9	-0.3273	2.176165e-02	7.836840e-04
Gene_0281	chr3	96738065	2492.8	0.0289	4.759614e-01	2.224854e-02
Gene_5454	chr21	36057673	3.9	-0.0862	7.620185e-02	1.807385e-01
Gene_7424	chrX	139113598	2521.3	0.1211	2.671268e-02	1.181205e-01
Gene_4850	chr11	111513470	1321.0	0.0467	3.604648e-02	3.900870e-02
Gene_4137	chr4	128510173	86.5	0.2173	2.365837e-03	3.804638e-03
Gene_7602	chr10	92668265	858.3	4.1624	4.472883e-04	1.547022e-01
Gene_2987	chr5	18816459	1332.5	-0.0892	5.616399e-06	1.778611e-02
Gene_6767	chr7	17831821	69.9	-0.1355	9.652197e-02	1.886815e-01
Gene_7287	chr6	76297302	204.4	0.3998	6.801695e-01	8.783714e-02
Gene_3366	chr15	45512114	141.8	-0.5187	1.426516e-03	9.324503e-04
Gene_6477	chr17	52102475	234.0	0.2885	1.799308e-02	6.054839e-02
Gene_3492	chr5	57512522	230.6	0.6937	2.938359e-02	2.419216e-03
Gene_7304	chr1	101485614	66.2	0.2696	2.412518e-01	9.770135e-03
Gene_2145	chr11	60474474	122.5	-0.3225	1.380092e-01	1.056891e-01
Gene_0791	chr6	76798030	32.4	-0.1579	2.035722e-01	6.726575e-04
Gene_5061	chr11	127394783	93.6	0.3517	1.323186e-01	4.380500e-01
Gene_5171	chr13	5602460	23.0	-0.5266	9.569876e-02	4.133099e-02
Gene_0333	chr16	12861409	8697.5	0.0639	4.381975e-02	3.284362e-02
Gene_6035	chr7	5776296	40.4	-0.2509	3.170801e-01	3.654534e-03
Gene_3989	chr11	117396246	85.2	-0.0847	6.115325e-05	2.905893e-01
Gene_7486	chr6	65916322	53.4	-0.2252	5.041331e-02	1.427685e-02
Gene_5346	chr3	195220713	166.1	0.3112	1.548693e-01	6.331800e-03
Gene_7381	chr4	68539819	225.0	-0.0107	2.564137e-02	2.147496e-01
Gene_7503	chr9	101771488	364.9	0.0787	3.078843e-01	1.041667e-03
Gene_4246	chr4	109556109	76.6	0.0928	3.492640e-02	2.012244e-01
Gene_5584	chr12	2459289	18.0	-0.2079	2.190054e-01	8.057597e-02
Gene_3757	chr11	74688240	373.4	0.3385	1.343236e-01	5.435570e-02
Gene_3763	chr4	65401573	3.6	0.1772	6.544905e-02	3.569694e-05
Gene_5428	chr11	2746456	2215.2	-0.1828	2.529325e-01	3.276082e-01
Gene_5553	chrX	78373610	306.9	-0.276	3.967533e-04	4.976491e-04
Gene_1404	chr21	13749873	25.8	-0.3485	6.059989e-02	8.457630e-03
Gene_3383	chr7	114338579	31.7	-0.0642	1.581846e-01	1.155314e-02
Gene_2894	chr4	112480775	17.9	-0.539	5.484084e-02	1.394399e-01
Gene_6998	chr8	41711209	187.0	-0.525	6.204697e-02	3.509113e-01
Gene_2540	chrY	56142705	1088.0	0.3418	1.331625e-01	3.289223e-03
Gene_0519	chr2	86465750	28.7	-0.0652	7.890175e-02	8.829191e-02
Gene_0085	chr9	124468169	153.5	0.3072	1.058009e-02	1.419996e-01
Gene_0866	chr1	185817807	164.3	0.2929	1.873817e-01	2.231897e-01
Gene_4094	chr11	98442733	57.4	-0.509	1.607797e-01	6.238994e-02
Gene_0558	chr12	35007280	235.8	0.2793	8.198289e-05	1.576823e-01
Gene_1441	chr2	237157906	72.1	-0.1287	3.759198e-03	2.977247e-01
Gene_3578	chrY	31361098	306.5	0.155	4.039115e-01	3.464004e-01
Gene_6341	chr19	9473104	1528.2	-0.0114	1.234199e-01	4.890995e-02
Gene_0640	chrX	263370	994.0	0.5238	3.522137e-02	1.046404e-02
Gene_5868	chr15	96364322	2229.4	-0.153	2.330582e-02	1.704193e-03
Gene_2750	chr11	91641812	365.5	-0.2247	2.538030e-02	4.175132e-01
Gene_2319	chrX	109323889	52.5	-0.0683	5.736477e-02	4.522208e-04
Gene_6596	chr18	57887204	18.5	0.0484	3.499508e-02	8.856673e-04
Gene_7139	chr11	125131145	35.0	-0.0326	2.683551e-03	5.510151e-02
Gene_5785	chr2	124339014	4.1	0.1682	1.480516e-03	5.301129e-01
Gene_3421	chr19	11034168	228.5	0.0642	3.846205e-01	4.427344e-02
Gene_7407	chr18	67464625	494.7	-0.2925	2.149500e-02	2.409869e-01
Gene_1931	chr7	92904132	67.7	-0.124	1.873296e-02	2.233124e-01
Gene_7934	chr8	101964880	10.5	3.5371	5.286410e-04	1.660261e-01
Gene_3546	chr5	142458515	44.2	0.0958	3.691584e-02	3.769345e-01
Gene_5754	chr1	90127922	155.0	0.3606	1.396718e-04	6.705726e-02
Gene_2668	chr1	203202806	15.8	0.0534	2.546631e-02	4.064981e-01
Gene_1302	chr4	174121405	1736.2	0.0878	2.563797e-03	2.086323e-01
Gene_4748	chr4	88776602	146.0	-0.2187	3.137121e-02	7.201943e-03
Gene_6561	chr8	103846122	59.8	-0.1895	1.906869e-04	2.170831e-01
Gene_4739	chr1	131451576	48.3	-0.3068	6.491812e-02	7.858432e-01
Gene_7363	chr10	107806881	1091.0	-0.3945	9.966520e-02	2.302604e-01
Gene_5317	chr4	133905601	16.3	0.0979	2.251054e-02	1.409033e-01
Gene_7330	chrY	34233060	725.2	-0.2105	1.257053e-04	4.302237e-02
Gene_3748	chr2	198750846	87.7	0.2558	3.191656e-01	3.925117e-02
Gene_0951	chrX	90474928	1994.6	0.086	4.023516e-01	6.263559e-02
Gene_5211	chr6	157236948	38.3	0.0695	7.689869e-03	1.679299e-01
Gene_3612	chr19	51452327	44.1	-0.0629	6.020336e-02	2.118362e-01
Gene_4794	chrX	53422849	1254.7	0.3722	1.601944e-01	5.858476e-05
Gene_2230	chr20	988808	739.2	0.1288	1.632527e-01	1.220735e-01
Gene_4187	chr5	105260177	16.8	0.3478	4.009346e-02	1.453625e-01
Gene_1675	chr12	24595231	17207.2	-0.0115	1.978665e-04	5.955218e-04
Gene_2409	chr1	40773141	2449.9	-0.0956	9.486060e-03	1.553245e-01
Gene_2473	chr2	62399769	7.0	0.1423	5.871311e-03	6.798437e-04
Gene_6696	chrX	58906846	97.4	0.019	1.341123e-01	6.110240e-01
Gene_4305	chr5	52515888	36.4	-0.0574	3.945717e-02	1.981668e-01
Gene_3727	chr2	76385362	65.0	0.464	3.214748e-01	2.365040e-04
Gene_0869	chr17	46070310	57.9	-0.3593	5.316648e-02	1.010367e-01
Gene_6877	chr10	91285064	126.1	0.2486	1.781006e-02	4.919926e-01
Gene_1901	chr1	31465663	82.0	0.0109	1.453575e-01	1.263723e-01
Gene_3505	chr1	210601558	164.2	0.3264	1.437376e-05	3.010237e-01
Gene_4320	chr2	7123057	34.8	-0.1036	9.799799e-03	1.761110e-04
Gene_7077	chr1	213137603	90.9	-0.189	5.748588e-02	5.784398e-02
Gene_3570	chrX	5924382	373.3	-0.175	4.709064e-02	5.778632e-04
Gene_5266	chr8	5908948	1240.8	0.017	3.623572e-01	3.581000e-01
Gene_7695	chr11	125510706	479.0	-3.1628	6.319903e-04	1.448834e-01
Gene_3704	chr15	45517582	354.6	0.0213	1.993009e-02	2.842743e-04
Gene_7660	chr14	60146019	148.2	-4.8008	8.382103e-05	1.213828e-01
Gene_2775	chr20	24026710	103.2	0.3731	6.410882e-05	4.610094e-03
Gene_1697	chr10	48395577	169.9	0.0407	7.928961e-02	1.906953e-01
Gene_5722	chr22	28788707	13.0	-0.0796	3.744005e-02	4.183460e-01
Gene_2598	chr10	1392776	172.8	0.3775	6.852695e-03	8.506809e-03
Gene_6860	chr2	106118106	672.5	-0.3548	4.708749e-02	1.096613e-01
Gene_5033	chr8	40600925	966.9	0.7341	6.914798e-03	2.037927e-01
Gene_0788	chr12	117878051	24320.4	0.26	4.167091e-02	1.431007e-03
Gene_7226	chr1	187285904	18.0	-0.5337	7.518803e-03	4.369943e-04
Gene_1911	chrX	123216497	3473.5	0.1835	3.510789e-01	1.585796e-02
Gene_2373	chr9	44158121	433.4	0.1431	5.201945e-03	1.124252e-02
Gene_5326	chr3	150153465	6362.5	0.2439	4.230566e-03	7.357252e-01
Gene_7399	chr14	75900101	93.1	-0.2838	8.654823e-02	8.325897e-03
Gene_3895	chr22	37825357	73.3	-0.3874	2.430349e-02	1.886323e-03
Gene_3527	chr9	64903428	17.6	-0.1039	2.253393e-02	2.399155e-01
Gene_2243	chr12	36347586	195.6	0.5593	1.205121e-03	4.534477e-02
Gene_3896	chr3	91139812	27.1	-0.4265	4.084717e-02	8.043368e-02
Gene_4931	chr4	117451241	48.4	-0.2356	7.326902e-02	1.250906e-01
Gene_7393	chr7	110936578	14.4	-0.386	1.416727e-02	1.614916e-01
Gene_1129	chr14	21706622	383.2	0.2416	5.916024e-03	8.558396e-02
Gene_0893	chr4	3156391	463.7	0.4558	3.704850e-01	3.451560e-01
Gene_6359	chr5	113567860	9480.1	0.056	6.095508e-02	4.003234e-01
Gene_7699	chr1	193943701	74.0	-3.9868	7.820040e-04	1.678749e-01
Gene_5501	chrX	95552418	44.9	-0.223	3.513054e-01	2.908531e-01
Gene_6898	chr10	113439020	1082.8	-0.1196	2.390805e-01	7.090175e-01
Gene_5263	chr19	10134684	42.6	-0.0267	2.915504e-01	4.564963e-02
Gene_0246	chrX	22884042	26.7	-0.4026	9.211789e-03	1.925112e-01
Gene_1572	chr12	54428953	138.7	0.5908	3.395664e-02	2.032865e-02
Gene_1541	chr2	189442189	31.8	0.5668	5.304317e-01	2.417402e-01
Gene_2830	chr19	49114776	164.1	-0.1216	4.188233e-02	2.240581e-01
Gene_3503	chr4	100386609	115.2	-0.1881	5.846152e-02	3.384709e-03
Gene_4258	chr15	53459159	478.2	-0.2255	7.630387e-02	3.355802e-02
Gene_0363	chr5	122479994	1333.8	0.3323	5.380193e-02	4.530528e-02
Gene_1696	chr22	7647443	56.1	0.0801	2.354264e-01	7.415651e-04
Gene_4707	chrX	66772071	349.4	0.0391	1.235791e-03	1.321417e-03
Gene_7983	chr15	41398949	346.2	2.9886	2.990614e-04	1.122173e-01
Gene_3154	chr7	57736193	182.5	0.2163	1.528820e-01	3.181366e-01
Gene_7589	chr13	50250870	55.2	-0.4677	9.740612e-03	2.567234e-01
Gene_3182	chr7	91656407	1062.6	0.0481	9.137593e-02	5.471749e-02
Gene_1785	chr18	61850769	218.8	-0.323	1.258612e-01	7.624930e-04
Gene_5832	chr7	63991841	176.5	0.1358	2.358980e-01	3.004623e-02
Gene_1726	chr17	39425137	147.2	0.0355	6.044712e-02	2.262276e-01
Gene_6664	chr2	149845552	5168.5	0.0376	2.316738e-03	7.252707e-02
Gene_3807	chr6	76497682	225.7	0.6245	9.430945e-02	5.583758e-01
Gene_4225	chrX	62505217	233.7	-0.7218	2.227632e-02	1.465284e-03
Gene_0465	chr12	79560662	17.1	-0.3264	1.286379e-01	8.504948e-04
Gene_0687	chr9	31009414	141.8	-0.3692	9.162147e-04	7.786174e-02
Gene_2219	chr6	36317167	300.0	-0.7547	1.811237e-02	5.109201e-04
Gene_0630	chr1	25925599	187.2	-0.0347	1.217400e-01	3.138963e-01
Gene_4285	chr3	162784186	117.7	-0.5065	3.709262e-03	1.725467e-01
Gene_5655	chr2	214703225	35.7	0.1218	6.238950e-02	3.602147e-02
Gene_3997	chr1	147576458	63.1	-0.1437	1.851341e-04	9.019075e-02
Gene_7683	chr8	2380202	12.6	4.7328	3.898558e-05	1.674461e-03
Gene_7133	chr9	27199608	1578.4	0.3686	3.009948e-04	2.687714e-02
Gene_5613	chr1	119869094	85.7	-0.1948	1.133251e-01	9.527612e-03
Gene_1821	chr22	37205257	48.6	0.1553	5.674791e-01	9.585476e-02
Gene_7786	chr1	138076143	11199.6	2.272	7.686475e-04	1.292232e-01
Gene_3583	chr6	122823432	3939.0	0.2023	2.475941e-01	4.847026e-03
Gene_6071	chr2	3856799	70.6	0.0423	3.012176e-02	3.584256e-01
Gene_3534	chr4	55412977	88.8	-0.3551	1.934418e-01	5.699160e-02
Gene_5963	chr2	108894095	547.7	-0.5061	1.059014e-02	7.187194e-02
Gene_3632	chr5	63099946	22.6	-0.6809	9.105604e-03	5.203192e-01
Gene_5090	chr3	184821573	51.8	-0.0759	2.165148e-01	5.532879e-02
Gene_1215	chr4	60936137	1.9	-0.1048	2.424519e-01	2.935363e-01
Gene_2973	chr8	98600738	610.2	0.1541	9.507737e-04	3.952267e-04
Gene_6612	chrX	91475335	24130.9	-0.0637	4.606869e-02	1.366161e-01
Gene_4459	chr3	153591224	11661.6	0.0598	5.081772e-02	2.617875e-01
Gene_5725	chr1	31236614	7.0	-0.0682	4.720171e-02	3.581865e-01
Gene_5552	chr9	80691378	35.9	0.0519	3.803010e-02	1.659763e-01
Gene_2847	chr2	32565210	1194.9	0.4023	8.442829e-03	6.804426e-02
Gene_0418	chr22	18383136	1097.7	0.3091	5.514076e-02	4.934499e-01
